# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 12:53:52 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_orbsmax asc
#
# COLUMN pl_name:        Planet Name
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,disc_telescope,pl_orbsmax,pl_rade,st_rad,sy_dist
3713,Kepler-32 f,0.95 m Kepler Telescope,0.013000,0.820,0.53,323.8470000
1584,K2-266 b,0.95 m Kepler Telescope,0.013060,3.300,0.70,77.5586000
1538,K2-229 b,0.95 m Kepler Telescope,0.013100,1.000,0.79,102.5640000
173,EPIC 220674823 b,0.95 m Kepler Telescope,0.013260,1.725,0.99,244.5900000
3109,Kepler-1814 c,0.95 m Kepler Telescope,0.013300,1.760,0.82,726.3460000
4238,Kepler-607 b,0.95 m Kepler Telescope,0.013500,0.870,0.80,519.1220000
2494,Kepler-1356 b,0.95 m Kepler Telescope,0.013600,1.530,0.78,845.2280000
2799,Kepler-1579 b,0.95 m Kepler Telescope,0.014000,0.840,0.70,466.0000000
299,GJ 806 b,0.1 m TESS Telescope,0.014060,1.331,0.41,12.0445000
2361,Kepler-1259 b,0.95 m Kepler Telescope,0.014100,1.430,0.77,805.5620000
2615,Kepler-1446 b,0.95 m Kepler Telescope,0.014100,0.820,0.75,152.0750000
1646,K2-320 b,0.95 m Kepler Telescope,0.014200,2.620,0.30,108.7400000
2463,Kepler-1331 b,0.95 m Kepler Telescope,0.014200,1.050,0.69,319.1970000
5627,WASP-43 b,Canon 200mm f/1.8L,0.014200,10.424,0.60,86.7467000
2395,Kepler-1284 b,0.95 m Kepler Telescope,0.014300,1.210,0.79,882.3240000
4396,Kepler-732 c,0.95 m Kepler Telescope,0.014300,1.270,0.46,174.8260000
4825,NGTS-10 b,20 cm NGTS telescope,0.014300,13.507,0.70,324.6986504
2577,Kepler-1415 b,0.95 m Kepler Telescope,0.014400,1.290,0.84,1043.5600000
5248,TOI-2411 b,0.1 m TESS Telescope,0.014400,1.680,0.68,59.5362000
1831,K2-89 b,0.95 m Kepler Telescope,0.014620,0.615,0.32,86.0386000
1637,K2-316 b,0.95 m Kepler Telescope,0.014700,1.330,0.38,112.4860000
2129,Kepler-1087 b,0.95 m Kepler Telescope,0.014800,0.610,0.94,362.6230000
2429,Kepler-1310 b,0.95 m Kepler Telescope,0.014800,1.440,0.88,569.1850000
1430,K2-156 b,0.95 m Kepler Telescope,0.014900,1.100,0.62,150.2100000
3134,Kepler-1834 c,0.95 m Kepler Telescope,0.015000,1.220,0.79,500.3950000
4460,Kepler-780 b,0.95 m Kepler Telescope,0.015000,0.890,1.02,557.6520000
197,GJ 1214 b,0.4 m MEarth Telescope,0.015050,2.733,0.22,14.6427000
2569,Kepler-1409 b,0.95 m Kepler Telescope,0.015200,1.040,0.79,694.8900000
2475,Kepler-1340 b,0.95 m Kepler Telescope,0.015300,1.550,1.42,981.7790000
2509,Kepler-1368 b,0.95 m Kepler Telescope,0.015300,1.650,1.08,1635.8200000
2522,Kepler-1377 b,0.95 m Kepler Telescope,0.015300,1.250,0.82,1146.1000000
3939,Kepler-407 b,0.95 m Kepler Telescope,0.015302,1.070,1.01,338.3680000
3623,Kepler-290 d,0.95 m Kepler Telescope,0.015400,0.860,0.76,694.6270000
3966,Kepler-42 d,0.95 m Kepler Telescope,0.015400,0.570,0.17,40.0595000
5417,TOI-6086 b,0.1 m TESS Telescope,0.015410,1.180,0.26,31.4566000
36,55 Cnc e,9.2 m Hobby-Eberly Telescope,0.015440,1.875,0.94,12.5855000
5120,TOI-1634 b,0.1 m TESS Telescope,0.015450,1.773,0.45,35.2736000
5459,TOI-849 b,0.1 m TESS Telescope,0.015500,3.640,0.97,225.7340000
2489,Kepler-1351 b,0.95 m Kepler Telescope,0.015600,0.650,0.67,202.7820000
192,GJ 1132 b,MEarth-South telescope array,0.015700,1.192,0.22,12.6130000
2250,Kepler-1173 b,0.95 m Kepler Telescope,0.015700,0.890,0.82,377.0600000
5476,TRAPPIST-1 c,0.60 m Transiting Planets and Planetesimals Small Telescope,0.015800,1.097,0.12,12.4298888
241,GJ 3473 b,0.1 m TESS Telescope,0.015890,1.264,0.36,27.3644000
1415,K2-147 b,0.95 m Kepler Telescope,0.015900,0.730,0.31,90.5494000
4469,Kepler-787 b,0.95 m Kepler Telescope,0.015900,1.280,0.62,503.5680000
5296,TOI-332 b,0.1 m TESS Telescope,0.015900,3.200,0.87,222.8520000
5383,TOI-519 b,0.1 m TESS Telescope,0.015900,11.545,0.35,115.5570000
2098,Kepler-1067 b,0.95 m Kepler Telescope,0.016200,0.800,0.93,667.6930000
2437,Kepler-1315 b,0.95 m Kepler Telescope,0.016300,1.380,0.75,480.8690000
2447,Kepler-1320 b,0.95 m Kepler Telescope,0.016300,1.700,0.74,647.4240000
5717,YZ Cet b,3.6 m ESO Telescope,0.016340,0.913,0.16,3.7120700
1474,K2-187 b,0.95 m Kepler Telescope,0.016400,1.200,0.83,330.9160000
1835,K2-91 b,0.95 m Kepler Telescope,0.016400,1.100,0.28,62.5785000
5349,TOI-4479 b,0.1 m TESS Telescope,0.016400,2.820,0.45,80.6532000
2203,Kepler-1139 b,0.95 m Kepler Telescope,0.016500,1.190,0.91,495.1560000
2760,Kepler-1547 b,0.95 m Kepler Telescope,0.016500,0.900,1.18,674.6950000
5599,WASP-19 b,Canon 200mm f/1.8L,0.016520,15.861,1.01,268.3250000
1190,HD 80653 b,0.95 m Kepler Telescope,0.016610,1.613,1.22,109.8600000
2894,Kepler-1650 b,0.95 m Kepler Telescope,0.016700,0.960,0.33,134.3970000
5634,WASP-47 e,0.95 m Kepler Telescope,0.016730,1.830,1.16,264.7800000
4846,NGTS-6 b,20 cm NGTS telescope,0.016770,14.863,0.75,308.2620000
4777,LTT 9779 b,0.1 m TESS Telescope,0.016790,4.720,0.95,80.4373000
1999,Kepler-10 b,0.95 m Kepler Telescope,0.016850,1.470,1.06,185.5060000
4555,Kepler-845 b,0.95 m Kepler Telescope,0.017000,2.040,0.75,431.0510000
121,CoRoT-7 b,0.27 m CoRoT Telescope,0.017016,1.681,0.83,159.9060000
2524,Kepler-1379 b,0.95 m Kepler Telescope,0.017100,1.300,0.79,971.3250000
5083,TOI-1347 b,0.1 m TESS Telescope,0.017100,1.800,0.83,147.4760000
5455,TOI-833 b,0.1 m TESS Telescope,0.017100,1.270,0.60,41.7148000
271,GJ 486 b,3.5 m telescope,0.017140,1.289,0.32,8.0742600
5294,TOI-3261 b,0.1 m TESS Telescope,0.017140,3.820,0.85,300.1410000
413,HATS-18 b,Multiple Telescopes,0.017400,14.897,1.02,624.3680000
2242,Kepler-1167 b,0.95 m Kepler Telescope,0.017500,1.710,0.75,820.9050000
4492,Kepler-80 f,0.95 m Kepler Telescope,0.017500,1.210,0.68,369.4510000
4744,Kepler-994 b,0.95 m Kepler Telescope,0.017700,1.600,0.54,188.1580000
1308,HIP 65 A b,0.1 m TESS Telescope,0.017820,22.754,0.72,61.7856000
5209,TOI-2109 b,0.1 m TESS Telescope,0.017910,15.098,1.70,262.0410000
1017,HD 3167 b,0.95 m Kepler Telescope,0.017960,1.670,0.88,47.2899000
854,HD 20329 b,0.1 m TESS Telescope,0.018000,1.720,1.13,63.6796000
2774,Kepler-1559 b,0.95 m Kepler Telescope,0.018000,0.720,0.82,614.8270000
5371,TOI-4860 b,0.1 m TESS Telescope,0.018080,8.700,0.36,80.1423000
4005,Kepler-446 b,0.95 m Kepler Telescope,0.018200,1.500,0.24,96.3390000
4654,Kepler-922 b,0.95 m Kepler Telescope,0.018200,1.420,0.93,536.3230000
5544,WASP-132 c,0.1 m TESS Telescope,0.018200,1.850,0.75,122.9100000
5411,TOI-5720 b,0.1 m TESS Telescope,0.018288,1.090,0.38,35.8256000
2451,Kepler-1322 b,0.95 m Kepler Telescope,0.018300,1.610,0.87,1350.3200000
2057,Kepler-1039 b,0.95 m Kepler Telescope,0.018400,1.460,0.74,306.9100000
4758,LHS 1478 b,0.1 m TESS Telescope,0.018480,1.242,0.25,18.2276000
83,CD Cet b,3.5 m telescope,0.018500,1.820,0.17,8.6071500
2724,Kepler-1523 b,0.95 m Kepler Telescope,0.018500,1.580,0.96,865.5960000
5698,WTS-2 b,3.8 m United Kingdom Infrared Telescope,0.018550,15.278,0.75,1030.7683444
4304,Kepler-653 c,0.95 m Kepler Telescope,0.018600,0.780,1.19,595.6340000
3122,Kepler-1825 b,0.95 m Kepler Telescope,0.018700,1.422,0.85,430.2540000
4454,Kepler-775 b,0.95 m Kepler Telescope,0.018700,1.190,0.84,398.6760000
4770,LP 890-9 b,0.1 m TESS Telescope,0.018750,1.320,0.16,32.4298000
2216,Kepler-1148 b,0.95 m Kepler Telescope,0.018800,1.690,0.77,625.6920000
2285,Kepler-1200 b,0.95 m Kepler Telescope,0.018800,1.060,0.70,588.7150000
4310,Kepler-658 b,0.95 m Kepler Telescope,0.018800,1.630,0.60,388.3840000
318,GJ 9827 b,0.95 m Kepler Telescope,0.018900,1.440,0.58,29.6610000
1375,K2-117 b,0.95 m Kepler Telescope,0.018900,2.030,0.51,101.6320000
4425,Kepler-757 b,0.95 m Kepler Telescope,0.019000,1.360,1.13,1068.6800000
4844,NGTS-4 b,20 cm NGTS telescope,0.019000,3.180,0.84,280.5550000
5093,TOI-1416 b,0.1 m TESS Telescope,0.019000,1.620,0.79,55.0135000
2369,Kepler-1264 b,0.95 m Kepler Telescope,0.019100,1.180,0.98,801.9930000
2453,Kepler-1323 b,0.95 m Kepler Telescope,0.019100,1.520,1.40,465.4170000
3523,Kepler-255 d,0.95 m Kepler Telescope,0.019200,1.320,0.86,1052.5300000
4661,Kepler-929 b,0.95 m Kepler Telescope,0.019200,1.110,1.02,1311.2300000
2471,Kepler-1338 b,0.95 m Kepler Telescope,0.019300,0.920,1.05,753.2600000
5181,TOI-1937 A b,0.1 m TESS Telescope,0.019320,13.978,1.08,415.1350000
2778,Kepler-1561 b,0.95 m Kepler Telescope,0.019400,1.090,1.11,839.0760000
2290,Kepler-1205 b,0.95 m Kepler Telescope,0.019600,1.410,0.81,698.4850000
224,GJ 3138 b,3.6 m ESO Telescope,0.019700,1.180,0.50,28.4712000
2592,Kepler-1427 b,0.95 m Kepler Telescope,0.019700,1.100,1.01,1220.0000000
3362,Kepler-2001 b,0.95 m Kepler Telescope,0.019700,1.040,0.77,776.5500000
1652,K2-326 b,0.95 m Kepler Telescope,0.019800,2.280,0.69,282.3080000
2054,Kepler-1037 b,0.95 m Kepler Telescope,0.019800,1.280,0.78,446.9140000
5518,WASP-103 b,Canon 200mm f/1.8L,0.019850,17.127,1.44,375.6470000
5384,TOI-5205 b,0.1 m TESS Telescope,0.019900,11.600,0.39,86.4493000
4769,LP 791-18 d,0.85 m Spitzer Space Telescope,0.019920,1.032,0.18,26.4927000
5234,TOI-2266 b,0.1 m TESS Telescope,0.020000,1.540,0.24,51.6004000
2291,Kepler-1206 b,0.95 m Kepler Telescope,0.020100,1.640,0.75,762.0190000
2360,Kepler-1258 b,0.95 m Kepler Telescope,0.020100,0.860,0.99,717.5550000
897,HD 213885 b,0.1 m TESS Telescope,0.020120,1.745,1.10,48.0883000
5251,TOI-2427 b,0.1 m TESS Telescope,0.020200,1.800,0.65,28.5147000
5588,WASP-18 b,Canon 200mm f/1.8L,0.020240,13.899,1.32,123.4830000
2958,Kepler-1698 b,0.95 m Kepler Telescope,0.020300,1.073,0.74,222.3450000
4765,LHS 475 b,0.1 m TESS Telescope,0.020370,0.991,0.28,12.4814000
4552,Kepler-842 b,0.95 m Kepler Telescope,0.020400,1.600,0.73,532.7260000
5178,TOI-1860 b,0.1 m TESS Telescope,0.020400,1.310,0.94,45.8640000
5694,WD 1856+534 b,0.1 m TESS Telescope,0.020400,10.400,0.01,24.7359000
1846,KELT-16 b,Mamiya 645 80mm f/1.9,0.020440,15.861,1.36,444.5860000
2811,Kepler-1589 b,0.95 m Kepler Telescope,0.020500,1.090,1.25,1513.1400000
4436,Kepler-763 b,0.95 m Kepler Telescope,0.020500,1.220,0.80,962.4590000
2737,Kepler-1532 b,0.95 m Kepler Telescope,0.020600,1.350,0.88,798.2460000
3155,Kepler-1850 b,0.95 m Kepler Telescope,0.020600,0.729,0.60,250.1990000
1233,HD 93963 A b,0.1 m TESS Telescope,0.020610,1.470,1.03,82.3432000
5015,TIC 46432937 b,0.1 m TESS Telescope,0.020650,13.316,0.53,90.5369000
5091,TOI-1410.01,0.1 m TESS Telescope,0.020700,3.101,0.76,72.7512000
5445,TOI-771 b,0.1 m TESS Telescope,0.020700,1.422,0.24,25.2788000
2113,Kepler-1075 b,0.95 m Kepler Telescope,0.020800,1.420,0.54,291.2750000
4750,L 168-9 b,0.1 m TESS Telescope,0.020800,1.630,0.60,25.1496000
307,GJ 876 d,10 m Keck I Telescope,0.020807,2.510,0.30,4.6751700
2434,Kepler-1312 c,0.95 m Kepler Telescope,0.020900,1.027,0.91,299.1040000
189,GJ 1061 b,3.6 m ESO Telescope,0.021000,1.100,0.16,3.6727800
5424,TOI-654.01,0.1 m TESS Telescope,0.021020,2.371,0.43,57.7553000
5244,TOI-238 b,0.1 m TESS Telescope,0.021200,1.612,0.75,80.5407000
5092,TOI-1411 b,0.1 m TESS Telescope,0.021220,1.199,0.61,32.4778000
216,GJ 238 b,0.1 m TESS Telescope,0.021230,0.566,0.43,15.2142000
3123,Kepler-1826 b,0.95 m Kepler Telescope,0.021300,1.475,0.49,336.9520000
5175,TOI-1853 b,0.1 m TESS Telescope,0.021300,3.460,0.81,165.1050000
1607,K2-28 b,0.95 m Kepler Telescope,0.021400,2.320,0.29,62.9969000
4422,Kepler-755 b,0.95 m Kepler Telescope,0.021400,1.760,0.77,399.0340000
3161,Kepler-1856 b,0.95 m Kepler Telescope,0.021500,1.734,0.82,848.7600000
4985,Qatar-2 b,Canon 400mm f/2.8L,0.021530,14.056,0.78,181.3740000
5718,YZ Cet c,3.6 m ESO Telescope,0.021560,1.050,0.16,3.7120700
1574,K2-257 b,0.95 m Kepler Telescope,0.021600,0.830,0.50,64.0065000
4002,Kepler-445 b,0.95 m Kepler Telescope,0.021700,1.580,0.21,127.2010000
5454,TOI-824 b,0.1 m TESS Telescope,0.021770,2.926,0.70,63.9262000
2048,Kepler-1031 b,0.95 m Kepler Telescope,0.021800,0.870,1.12,682.8820000
4253,Kepler-617 b,0.95 m Kepler Telescope,0.021900,1.320,0.48,173.3540000
4424,Kepler-756 b,0.95 m Kepler Telescope,0.021900,1.120,0.79,852.0000000
4752,L 98-59 b,0.1 m TESS Telescope,0.021910,0.850,0.30,10.6194000
1634,K2-31 b,0.95 m Kepler Telescope,0.022000,11.882,0.78,110.5270000
2736,Kepler-1531 b,0.95 m Kepler Telescope,0.022000,1.110,1.27,666.3340000
4773,LTT 1445 A b,0.1 m TESS Telescope,0.022000,1.180,0.27,6.8692900
2029,Kepler-1019 b,0.95 m Kepler Telescope,0.022100,1.460,0.67,194.1820000
2488,Kepler-1350 c,0.95 m Kepler Telescope,0.022200,1.730,0.53,340.6910000
5477,TRAPPIST-1 d,0.60 m Transiting Planets and Planetesimals Small Telescope,0.022270,0.788,0.12,12.4298888
2222,Kepler-1152 b,0.95 m Kepler Telescope,0.022300,0.870,0.53,215.2330000
5226,TOI-2196 b,0.1 m TESS Telescope,0.022340,3.510,1.04,259.9470000
1774,K2-45 b,0.95 m Kepler Telescope,0.022400,6.710,0.45,495.3170000
2493,Kepler-1355 b,0.95 m Kepler Telescope,0.022400,1.460,0.83,911.2690000
4256,Kepler-619 c,0.95 m Kepler Telescope,0.022500,1.690,1.11,900.6780000
5397,TOI-544 b,0.1 m TESS Telescope,0.022500,2.018,0.62,41.1166000
5131,TOI-1693 b,0.1 m TESS Telescope,0.022600,1.410,0.46,30.7947000
5623,WASP-4 b,Canon 200mm f/1.8L,0.022600,14.807,0.89,267.2060000
4763,LHS 3154 b,9.2 m Hobby-Eberly Telescope,0.022620,3.690,0.14,15.7606000
5247,TOI-2406 b,0.1 m TESS Telescope,0.022670,2.860,0.20,55.4190000
184,G 264-012 b,3.5 m telescope,0.022790,1.390,0.30,16.0090000
2916,Kepler-1669 c,0.95 m Kepler Telescope,0.022800,1.901,0.60,543.4440000
5496,TrES-3 b,0.10 m Schmidt Telescope,0.022820,14.975,0.83,231.3370000
1693,K2-36 b,0.95 m Kepler Telescope,0.022880,1.430,0.72,109.7490000
4959,OGLE-TR-113 b,1.3 m Warsaw University Telescope,0.022890,12.251,0.77,566.4590000
3323,Kepler-198 d,0.95 m Kepler Telescope,0.022900,1.530,0.93,495.3580000
5135,TOI-1696 b,0.1 m TESS Telescope,0.022900,3.090,0.28,64.9172000
5318,TOI-4010 b,0.1 m TESS Telescope,0.022900,3.020,0.83,177.5040000
4842,NGTS-3 A b,20 cm NGTS telescope,0.023000,16.589,0.93,743.9720000
414,HATS-2 b,0.18 m Takahashi Epsilon Astrograph,0.023170,12.576,0.88,341.9250000
350,HAT-P-23 b,Canon 200mm f/1.8L,0.023200,15.334,1.20,364.8130000
3668,Kepler-304 e,0.95 m Kepler Telescope,0.023200,1.200,0.73,434.6840000
4307,Kepler-656 b,0.95 m Kepler Telescope,0.023200,3.120,0.82,890.3520000
5531,WASP-12 b,Canon 200mm f/1.8L,0.023200,21.712,1.66,427.2460000
4983,Qatar-1 b,Canon 400mm f/2.8L,0.023320,12.812,0.80,185.6150000
5630,WASP-46 b,Canon 200mm f/1.8L,0.023350,13.159,0.86,375.3100000
5667,WASP-77 A b,Canon 200mm f/1.8L,0.023350,13.787,0.91,105.1660000
2472,Kepler-1339 b,0.95 m Kepler Telescope,0.023400,0.710,0.93,371.0490000
4992,Qatar-9 b,Canon 400mm f/2.8L,0.023400,11.310,0.70,213.7710000
5700,Wendelstein-2 b,1.8-m Ritchey-Chretien Telescope,0.023400,12.993,0.66,565.5410000
5677,WASP-84 c,0.1 m TESS Telescope,0.023590,1.950,0.77,100.5880000
2508,Kepler-1367 b,0.95 m Kepler Telescope,0.023600,0.920,0.60,401.4840000
4836,NGTS-21 b,20 cm NGTS telescope,0.023600,14.908,0.86,592.8910000
417,HATS-24 b,Multiple Telescopes,0.023800,15.637,1.12,494.1820000
3328,Kepler-1984 b,0.95 m Kepler Telescope,0.023800,6.810,0.42,
4963,OGLE-TR-56 b,1.3 m Warsaw University Telescope,0.023830,15.278,1.74,282.8391387
472,HATS-74 A b,0.18 m Takahashi Epsilon Astrograph,0.023840,11.568,0.58,299.3890000
2160,Kepler-1106 b,0.95 m Kepler Telescope,0.023900,1.650,1.17,1090.7000000
5616,WASP-33 b,Canon 200mm f/1.8L,0.023900,17.856,1.44,121.9440000
5176,TOI-1855 b,0.1 m TESS Telescope,0.023980,18.495,1.04,176.8330000
2517,Kepler-1372 b,0.95 m Kepler Telescope,0.024000,1.270,0.97,1303.2200000
3663,Kepler-303 b,0.95 m Kepler Telescope,0.024000,0.890,0.48,209.7380000
364,HAT-P-36 b,Canon 200mm f/1.8L,0.024100,14.314,1.04,294.4190000
2782,Kepler-1565 b,0.95 m Kepler Telescope,0.024100,1.190,0.73,629.9300000
1363,K2-104 b,0.95 m Kepler Telescope,0.024200,1.790,0.48,189.2890000
2518,Kepler-1373 b,0.95 m Kepler Telescope,0.024200,1.160,1.33,1699.4600000
5546,WASP-135 b,Canon 200mm f/1.8L,0.024300,14.572,0.96,298.2140000
5393,TOI-5388.01,0.1 m TESS Telescope,0.024336,1.894,0.31,18.5226000
2742,Kepler-1537 b,0.95 m Kepler Telescope,0.024500,1.180,0.77,517.2920000
3267,Kepler-1934 b,0.95 m Kepler Telescope,0.024500,0.913,1.04,428.5140000
5498,TrES-5 b,0.10 m Schmidt Telescope,0.024590,13.384,0.87,360.3130000
2905,Kepler-166 d,0.95 m Kepler Telescope,0.024600,1.730,0.83,603.5300000
1840,KELT-1 b,Mamiya 645 80mm f/1.9,0.024660,12.442,1.46,268.4300000
1595,K2-270 b,0.95 m Kepler Telescope,0.024700,1.380,0.77,280.5180000
4634,Kepler-908 b,0.95 m Kepler Telescope,0.024700,1.220,1.12,290.8430000
1413,K2-146 b,0.95 m Kepler Telescope,0.024800,2.050,0.33,79.3002000
5582,WASP-173 A b,Canon 200mm f/1.8L,0.024800,13.451,1.11,232.9800000
5291,TOI-3071 b,0.1 m TESS Telescope,0.024900,7.160,1.31,485.2190000
448,HATS-52 b,0.18 m Takahashi Epsilon Astrograph,0.024980,15.491,1.05,555.1340000
2425,Kepler-1308 b,0.95 m Kepler Telescope,0.025000,0.520,0.34,112.7050000
4467,Kepler-785 b,0.95 m Kepler Telescope,0.025000,13.020,0.71,642.0510000
5206,TOI-2096 b,0.1 m TESS Telescope,0.025000,1.243,0.24,48.4809000
5430,TOI-674 b,0.1 m TESS Telescope,0.025000,5.250,0.42,46.0851000
253,GJ 3929 b,0.1 m TESS Telescope,0.025200,1.090,0.32,15.8095000
2136,Kepler-1091 b,0.95 m Kepler Telescope,0.025200,1.460,1.03,914.2990000
2798,Kepler-1578 b,0.95 m Kepler Telescope,0.025200,1.040,0.86,1064.0500000
2122,Kepler-1082 b,0.95 m Kepler Telescope,0.025700,1.120,1.14,739.5570000
2578,Kepler-1416 b,0.95 m Kepler Telescope,0.025700,0.880,1.15,949.5900000
3042,Kepler-1763 b,0.95 m Kepler Telescope,0.025700,1.147,1.26,756.4860000
4344,Kepler-686 b,0.95 m Kepler Telescope,0.025800,12.150,0.92,1490.9400000
5491,Teegarden's Star b,3.5 m telescope,0.025900,1.050,0.12,3.8307800
2960,Kepler-17 b,0.95 m Kepler Telescope,0.025910,14.680,1.01,720.7530000
5533,WASP-121 b,Canon 200mm f/1.8L,0.025960,19.649,1.46,269.8980000
199,GJ 1265 b,3.5 m telescope,0.026000,2.630,0.19,10.2525000
252,GJ 3779 b,3.5 m telescope,0.026000,2.750,0.28,13.7430000
3153,Kepler-185 b,0.95 m Kepler Telescope,0.026000,1.170,0.81,466.7350000
5079,TOI-132 b,0.1 m TESS Telescope,0.026000,3.420,0.90,163.6780000
5153,TOI-178 b,0.1 m TESS Telescope,0.026070,1.152,0.65,62.6990000
5555,WASP-145 A b,Canon 200mm f/1.8L,0.026100,10.088,0.68,91.2990000
4727,Kepler-98 b,0.95 m Kepler Telescope,0.026126,1.990,1.11,350.3150000
5473,TOI-969 b,0.1 m TESS Telescope,0.026360,2.765,0.67,77.2554000
2845,Kepler-1613 b,0.95 m Kepler Telescope,0.026400,2.080,1.12,1508.3300000
5653,WASP-64 b,Canon 200mm f/1.8L,0.026480,14.247,1.06,369.9260000
4343,Kepler-685 b,0.95 m Kepler Telescope,0.026500,10.580,1.16,938.7150000
474,HATS-76 b,0.18 m Takahashi Epsilon Astrograph,0.026580,12.094,0.63,385.6890000
4193,Kepler-578 b,0.95 m Kepler Telescope,0.026600,2.000,0.83,541.4320000
5571,WASP-163 b,Canon 200mm f/1.8L,0.026600,13.473,1.01,261.3860000
4774,LTT 1445 A c,0.1 m TESS Telescope,0.026610,1.147,0.27,6.8692900
2449,Kepler-1321 c,0.95 m Kepler Telescope,0.026700,2.400,0.53,769.1460000
5637,WASP-5 b,Canon 200mm f/1.8L,0.026700,12.184,1.03,309.1370000
5619,WASP-36 b,Canon 200mm f/1.8L,0.026770,14.874,0.99,386.3460000
1997,KPS-1 b,Rowe-Ackermann Schmidt Astrograph telescope,0.026900,11.545,0.91,262.7060000
2108,Kepler-1072 b,0.95 m Kepler Telescope,0.026900,1.580,1.32,982.7160000
5281,TOI-277 b,0.1 m TESS Telescope,0.026900,2.650,0.36,64.6692000
95,CoRoT-14 b,0.27 m CoRoT Telescope,0.027000,12.220,1.21,1744.6000000
1766,K2-415 b,0.95 m Kepler Telescope,0.027000,1.015,0.20,21.8182000
3524,Kepler-256 b,0.95 m Kepler Telescope,0.027000,1.590,1.30,1026.4300000
3607,Kepler-286 b,0.95 m Kepler Telescope,0.027000,1.240,0.86,1226.8500000
3700,Kepler-316 b,0.95 m Kepler Telescope,0.027000,1.060,0.52,384.9380000
3718,Kepler-322 b,0.95 m Kepler Telescope,0.027000,1.010,0.89,400.4800000
4757,LHS 1140 c,Multiple Telescopes,0.027000,1.272,0.22,14.9861000
5307,TOI-3714 b,0.1 m TESS Telescope,0.027000,11.321,0.51,112.7100000
5293,TOI-3235 b,0.1 m TESS Telescope,0.027090,11.400,0.37,72.8110000
410,HATS-15 b,0.18 m Takahashi Epsilon Astrograph,0.027120,12.386,0.92,1139.5500000
4713,Kepler-969 c,0.95 m Kepler Telescope,0.027200,0.990,0.82,390.3540000
5406,TOI-5616 b,0.1 m TESS Telescope,0.027200,10.780,0.65,390.4150000
5407,TOI-5634 A b,0.1 m TESS Telescope,0.027200,10.420,0.54,306.1440000
5639,WASP-52 b,Canon 200mm f/1.8L,0.027200,14.240,0.79,174.8180000
2507,Kepler-1366 b,0.95 m Kepler Telescope,0.027300,1.430,0.60,465.8260000
4623,Kepler-9 d,0.95 m Kepler Telescope,0.027300,1.640,1.02,628.2570000
637,HD 137496 b,0.95 m Kepler Telescope,0.027320,1.310,1.59,155.3170000
5408,TOI-564 b,0.1 m TESS Telescope,0.027340,11.433,1.09,199.5810000
1573,K2-255 b,0.95 m Kepler Telescope,0.027400,2.900,0.69,191.6080000
2516,Kepler-1371 c,0.95 m Kepler Telescope,0.027400,0.640,0.83,515.3340000
4431,Kepler-76 b,0.95 m Kepler Telescope,0.027400,15.244,1.32,822.9600000
90,CoRoT-1 b,0.27 m CoRoT Telescope,0.027520,16.700,1.11,787.9090000
2556,Kepler-1399 b,0.95 m Kepler Telescope,0.027600,1.250,0.96,1385.7000000
4133,Kepler-536 b,0.95 m Kepler Telescope,0.027600,3.100,0.89,462.3220000
1601,K2-275 b,0.95 m Kepler Telescope,0.027700,2.340,0.69,123.4380000
2223,Kepler-1153 b,0.95 m Kepler Telescope,0.027700,1.730,0.88,1119.4900000
3720,Kepler-323 b,0.95 m Kepler Telescope,0.027780,1.381,1.12,454.8830000
4666,Kepler-932 b,0.95 m Kepler Telescope,0.027900,1.370,0.84,465.6120000
5246,TOI-2384 b,0.1 m TESS Telescope,0.027930,11.489,0.61,191.5100000
100,CoRoT-2 b,0.27 m CoRoT Telescope,0.027980,16.432,0.91,213.2830000
1520,K2-216 b,0.95 m Kepler Telescope,0.028000,1.750,0.72,115.4610000
2659,Kepler-148 b,0.95 m Kepler Telescope,0.028000,1.800,0.85,791.1630000
2787,Kepler-157 b,0.95 m Kepler Telescope,0.028000,1.320,1.04,773.7130000
3181,Kepler-1869 c,0.95 m Kepler Telescope,0.028000,0.740,0.90,113.0250000
4328,Kepler-674 b,0.95 m Kepler Telescope,0.028000,1.690,0.57,342.2540000
4987,Qatar-4 b,Canon 400mm f/2.8L,0.028030,12.722,0.85,329.0360000
277,GJ 581 e,3.6 m ESO Telescope,0.028150,1.170,0.33,6.2981000
5572,WASP-164 b,Canon 200mm f/1.8L,0.028180,12.644,0.93,327.5060000
2314,Kepler-1222 b,0.95 m Kepler Telescope,0.028200,0.790,0.80,415.2180000
5699,Wendelstein-1 b,1.8-m Ritchey-Chretien Telescope,0.028200,11.561,0.61,305.3000000
2279,Kepler-1197 b,0.95 m Kepler Telescope,0.028300,1.250,0.72,486.9400000
2411,Kepler-1297 b,0.95 m Kepler Telescope,0.028300,0.970,0.99,1439.4700000
4006,Kepler-446 c,0.95 m Kepler Telescope,0.028300,1.110,0.24,96.3390000
5351,TOI-451 b,0.1 m TESS Telescope,0.028300,1.910,0.88,123.7390000
